profileName,iscedName,mainInstitutionName,levelCode,leadingInstitutionCity,mainInstitutionKind
ogólnoakademicki,Muzyka i sztuki sceniczne,Akademia Muzyczna im. Feliksa Nowowiejskiego w Bydgoszczy,3,Bydgoszcz,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Europejska Akademia Medycznych i Społecznych Nauk Stosowanych,3,Olsztyn,Uczelnia niepubliczna
ogólnoakademicki,Historia i archeologia,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,3,Lublin,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Uczelnia Biznesu i Nauk Stosowanych „Varsovia”,2,Rzeszów,Uczelnia niepubliczna
praktyczny,Terapia i rehabilitacja,Wyższa Szkoła Medyczna w Kłodzku,1,Kłodzko,Uczelnia niepubliczna
ogólnoakademicki,"Moda, wystrój wnętrz i projektowanie przemysłowe",Akademia Sztuk Pięknych w Gdańsku,3,Gdańsk,Uczelnia publiczna
praktyczny,Prawo,Menedżerska Akademia Nauk Stosowanych w Warszawie,1,Warszawa,Uczelnia niepubliczna
praktyczny,Elektronika i automatyka,Akademia im. Jakuba z Paradyża,2,Gorzów Wielkopolski,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Komisji Edukacji Narodowej w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Prawo,Pomorska Szkoła Wyższa w Starogardzie Gdańskim,2,Starogard Gdański,Uczelnia niepubliczna
praktyczny,Politologia i wiedza o społeczeństwie,Akademia Kultury Społecznej i Medialnej w Toruniu - Akademia Nauk Stosowanych,2,Toruń,Uczelnia niepubliczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Politechnika Wrocławska,2,Wrocław,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet w Siedlcach,2,Siedlce,Uczelnia publiczna
ogólnoakademicki,Inżynieria chemiczna i procesowa,Uniwersytet Przyrodniczy w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Politechnika Gdańska,2,Gdańsk,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Uniwersytet Pomorski w Słupsku,3,Słupsk,Uczelnia publiczna
praktyczny,Turystyka i wypoczynek,Wyższa Szkoła Gospodarki w Bydgoszczy,3,Bydgoszcz,Uczelnia niepubliczna
praktyczny,Transport,Akademia im. Jakuba z Paradyża,2,Gorzów Wielkopolski,Uczelnia publiczna
ogólnoakademicki,Nauki o Ziemi,Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Religia i teologia,Uniwersytet Szczeciński,1,Szczecin,Uczelnia publiczna
ogólnoakademicki,Kształcenie nauczycieli ze specjalizacją tematyczną,Uniwersytet Komisji Edukacji Narodowej w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Ekonomia,Uczelnia Państwowa im. Jana Grodka w Sanoku,2,Sanok,Uczelnia publiczna
ogólnoakademicki,Historia i archeologia,Uniwersytet Zielonogórski,3,Zielona Góra,Uczelnia publiczna
praktyczny,"Bibliotekoznawstwo, informacja naukowa i archiwistyka",Uniwersytet Marii Curie-Skłodowskiej w Lublinie,2,Lublin,Uczelnia publiczna
praktyczny,Ochrona osób i mienia,Akademia im. Jakuba z Paradyża,2,Gorzów Wielkopolski,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Politechnika Gdańska,2,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne,Uniwersytet Śląski w Katowicach,3,Katowice,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej,2,Płońsk,Uczelnia niepubliczna
ogólnoakademicki,Elektryczność i energia,Politechnika Wrocławska,2,Wrocław,Uczelnia publiczna
ogólnoakademicki,Obszar nieznany,Uniwersytet Mikołaja Kopernika w Toruniu,3,Toruń,Uczelnia publiczna
praktyczny,Transport,Państwowa Uczelnia Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach,2,Suwałki,Uczelnia publiczna
ogólnoakademicki,Marketing i reklama,Uniwersytet Opolski,3,Opole,Uczelnia publiczna
praktyczny,Prawo,Europejska Uczelnia Społeczno-Techniczna im. Roberta Schumana,1,Radom,Uczelnia niepubliczna
praktyczny,Pielęgniarstwo i położnictwo,Gdański Uniwersytet Medyczny,2,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Sztuki plastyczne,Uniwersytet Artystyczny im. Magdaleny Abakanowicz w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Kształcenie,Katolicki Uniwersytet Lubelski Jana Pawła II,2,Stalowa Wola,Uczelnia kościelna
ogólnoakademicki,Tworzenie i analiza oprogramowania i aplikacji,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Ochrona osób i mienia,Akademia Pożarnicza,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje związane z edukacją,Akademia Humanistyczno-Ekonomiczna w Łodzi,2,Łódź,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Katolicki Uniwersytet Lubelski Jana Pawła II,3,Lublin,Uczelnia kościelna
praktyczny,Turystyka i wypoczynek,Akademia Zamojska,2,Zamość,Uczelnia publiczna
ogólnoakademicki,Biologia,Uniwersytet Warmińsko-Mazurski w Olsztynie,2,Olsztyn,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Zachodniopomorski Uniwersytet Technologiczny w Szczecinie,2,Szczecin,Uczelnia publiczna
praktyczny,Prawo,Akademia Nauk Stosowanych w Bielsku-Białej,1,Bielsko-Biała,Uczelnia niepubliczna
ogólnoakademicki,Kształcenie nauczycieli nauczania przedszkolnego,Uniwersytet Komisji Edukacji Narodowej w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Nauki o Ziemi,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,3,Lublin,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,2,Bydgoszcz,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Uczelnia Biznesu i Nauk Stosowanych „Varsovia”,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Biologia,Uniwersytet Komisji Edukacji Narodowej w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Częstochowska,2,Częstochowa,Uczelnia publiczna
praktyczny,Technologie związane z diagnostyką i leczeniem,Akademia Humanitas,3,Sosnowiec,Uczelnia niepubliczna
praktyczny,Elektryczność i energia,Politechnika Częstochowska,3,Częstochowa,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje związane z edukacją,Uniwersytet Zielonogórski,3,Zielona Góra,Uczelnia publiczna
praktyczny,Muzyka i sztuki sceniczne,Akademia Teatralna im. Aleksandra Zelwerowicza w Warszawie,1,Warszawa,Uczelnia publiczna
ogólnoakademicki,Tworzenie i analiza oprogramowania i aplikacji,Politechnika Wrocławska,2,Wrocław,Uczelnia publiczna
praktyczny,Politologia i wiedza o społeczeństwie,Uniwersytet Zielonogórski,3,Zielona Góra,Uczelnia publiczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Politechnika Białostocka,2,Białystok,Uczelnia publiczna
praktyczny,Tworzenie i analiza oprogramowania i aplikacji,Uczelnia Jana Wyżykowskiego,2,Polkowice,Uczelnia niepubliczna
ogólnoakademicki,Nauka języków,Akademia Polonijna w Częstochowie,3,Częstochowa,Uczelnia niepubliczna
praktyczny,Terapia i rehabilitacja,Wielkopolska Akademia Społeczno - Ekonomiczna w Środzie Wielkopolskiej - Akademia Nauk Stosowanych,2,Kalisz,Uczelnia niepubliczna
ogólnoakademicki,Obszar nieznany,Uniwersytet Opolski,3,Opole,Uczelnia publiczna
ogólnoakademicki,Nauki społeczne nieokreślone dalej,Uniwersytet Komisji Edukacji Narodowej w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Języki nie określone dalej,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Ekonomia,Wyższa Szkoła Lingwistyczna w Częstochowie,2,Częstochowa,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Szkoła Wyższa im. Pawła Włodkowica w Płocku,2,Wyszków,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Warszawska Uczelnia Medyczna im. Tadeusza Koźluka,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Andrzeja Frycza Modrzewskiego w Krakowie,2,Kraków,Uczelnia niepubliczna
ogólnoakademicki,Kształcenie,"Powszechna Wyższa Szkoła Humanistyczna ""Pomerania"" w Chojnicach",2,Chojnice,Uczelnia niepubliczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Transport,Akademia Sztuki Wojennej,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Uniwersytet Warmińsko-Mazurski w Olsztynie,3,Olsztyn,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
praktyczny,Sztuki plastyczne,Uniwersytet Jana Długosza w Częstochowie,2,Częstochowa,Uczelnia publiczna
ogólnoakademicki,Prawo,Uniwersytet Śląski w Katowicach,1,Katowice,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Wyższa Szkoła Administracji i Biznesu im. Eugeniusza Kwiatkowskiego w Gdyni,2,Gdynia,Uczelnia niepubliczna
praktyczny,Dziennikarstwo,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Uniwersytet w Siedlcach,3,Siedlce,Uczelnia publiczna
ogólnoakademicki,Obszar nieznany,Uniwersytet Mikołaja Kopernika w Toruniu,2,Toruń,Uczelnia publiczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Uniwersytet Jana Długosza w Częstochowie,2,Częstochowa,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
praktyczny,Socjologia i kulturoznawstwo,Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Gniezno,Uczelnia publiczna
ogólnoakademicki,Ochrona osób i mienia,Katolicki Uniwersytet Lubelski Jana Pawła II,3,Lublin,Uczelnia kościelna
praktyczny,Kształcenie,Akademia Nauk Stosowanych w Nowym Sączu,2,Nowy Sącz,Uczelnia publiczna
praktyczny,Ochrona osób i mienia,Państwowa Uczelnia Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach,3,Suwałki,Uczelnia publiczna
ogólnoakademicki,Techniki audiowizualne i produkcja mediów,Wyższa Szkoła Technologii Informatycznych w Katowicach,2,Katowice,Uczelnia niepubliczna
ogólnoakademicki,Kształcenie nauczycieli ze specjalizacją tematyczną,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,3,Lublin,Uczelnia publiczna
praktyczny,Ochrona osób i mienia,Państwowa Akademia Nauk Stosowanych im. Ignacego Mościckiego w Ciechanowie,2,Mława,Uczelnia publiczna
ogólnoakademicki,Dziennikarstwo,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
praktyczny,Ochrona osób i mienia,Uczelnia Państwowa im. Jana Grodka w Sanoku,2,Sanok,Uczelnia publiczna
ogólnoakademicki,Biologia,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Kształcenie,Społeczna Akademia Nauk z siedzibą w Łodzi,3,Łódź,Uczelnia niepubliczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Uniwersytet Andrzeja Frycza Modrzewskiego w Krakowie,2,Kraków,Uczelnia niepubliczna
ogólnoakademicki,Matematyka,Katolicki Uniwersytet Lubelski Jana Pawła II,2,Lublin,Uczelnia kościelna
ogólnoakademicki,Przetwórstwo żywności,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,"Surowce (szkło, papier, tworzywo sztuczne i drewno)",Uniwersytet Przyrodniczy w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Kształcenie,Akademia Humanitas,3,Sosnowiec,Uczelnia niepubliczna
ogólnoakademicki,Dziennikarstwo,Społeczna Akademia Nauk z siedzibą w Łodzi,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Zdrowie gdzie indziej niesklasyfikowane,Uniwersytet Medyczny w Białymstoku,2,Białystok,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
praktyczny,Inżynieria i zawody inżynieryjne nieokreślone dalej,Wyższa Szkoła Informatyki i Zarządzania w Bielsku-Białej,2,Bielsko-Biała,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Ekonomiczny w Krakowie,2,Kraków,Uczelnia publiczna
praktyczny,Dziennikarstwo,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Akademia Sztuki Wojennej,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
praktyczny,Programy i kwalifikacje związane z ochroną i bezpieczeństwem gdzie indziej niesklasyfikowane,Uniwersytet Szczeciński,2,Szczecin,Uczelnia publiczna
ogólnoakademicki,Leśnictwo,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
praktyczny,Nauki społeczne nieokreślone dalej,Uczelnia Biznesu i Nauk Stosowanych „Varsovia”,3,Rzeszów,Uczelnia niepubliczna
ogólnoakademicki,Medycyna,Warszawski Uniwersytet Medyczny,1,Warszawa,Uczelnia publiczna
ogólnoakademicki,Tworzenie i analiza oprogramowania i aplikacji,Politechnika Częstochowska,3,Częstochowa,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli bez specjalizacji tematycznej,Szkoła Wyższa im. Pawła Włodkowica w Płocku,2,Płock,Uczelnia niepubliczna
ogólnoakademicki,Mechanika i metalurgia,Politechnika Rzeszowska im. Ignacego Łukasiewicza,2,Rzeszów,Uczelnia publiczna
ogólnoakademicki,Kształcenie,Uniwersytet Śląski w Katowicach,3,Cieszyn,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Kształcenie nauczycieli ze specjalizacją tematyczną,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,3,Lublin,Uczelnia publiczna
praktyczny,"Interdyscyplinarne programy i kwalifikacje związane z naukami społecznymi, dziennikarstwem i informacją",Collegium Da Vinci z siedzibą w Poznaniu,2,Poznań,Uczelnia niepubliczna
praktyczny,Kształcenie,"Powszechna Wyższa Szkoła Humanistyczna ""Pomerania"" w Chojnicach",1,Chojnice,Uczelnia niepubliczna
ogólnoakademicki,"Moda, wystrój wnętrz i projektowanie przemysłowe",Akademia Sztuki w Szczecinie,2,Szczecin,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Uniwersytet Andrzeja Frycza Modrzewskiego w Krakowie,2,Kraków,Uczelnia niepubliczna
ogólnoakademicki,Fizyka,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Fizyka,Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Biochemia,Uniwersytet Jana Długosza w Częstochowie,2,Częstochowa,Uczelnia publiczna
ogólnoakademicki,Pielęgniarstwo i położnictwo,Politechnika Częstochowska,3,Częstochowa,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Akademia Łomżyńska,3,Łomża,Uczelnia publiczna
ogólnoakademicki,Kształcenie,Wielkopolska Akademia Społeczno - Ekonomiczna w Środzie Wielkopolskiej - Akademia Nauk Stosowanych,3,Środa Wielkopolska,Uczelnia niepubliczna
praktyczny,Terapia i rehabilitacja,Państwowa Akademia Nauk Stosowanych w Nysie,2,Nysa,Uczelnia publiczna
ogólnoakademicki,Ochrona osób i mienia,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,3,Lublin,Uczelnia publiczna
ogólnoakademicki,Prawo,Uniwersytet Jana Długosza w Częstochowie,1,Częstochowa,Uczelnia publiczna
praktyczny,Mechanika i metalurgia,Państwowa Akademia Nauk Stosowanych w Chełmie,3,Chełm,Uczelnia publiczna
praktyczny,Obszar nieznany,Katolicki Uniwersytet Lubelski Jana Pawła II,3,Stalowa Wola,Uczelnia kościelna
ogólnoakademicki,Rachunkowość i podatki,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,3,Lublin,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Śląski w Katowicach,3,Katowice,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Politechnika Gdańska,2,Gdańsk,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Wyższa Szkoła Logistyki w Poznaniu,2,Poznań,Uczelnia niepubliczna
praktyczny,Kształcenie,Państwowa Akademia Nauk Stosowanych w Chełmie,2,Chełm,Uczelnia publiczna
ogólnoakademicki,Religia i teologia,Uniwersytet Jagielloński w Krakowie,2,Kraków,Uczelnia publiczna
praktyczny,Ochrona osób i mienia,Państwowa Akademia Nauk Stosowanych im. ks. Bronisława Markiewicza w Jarosławiu,2,Jarosław,Uczelnia publiczna
ogólnoakademicki,Turystyka i wypoczynek,Uniwersytet Przyrodniczy w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Śląski w Katowicach,2,Katowice,Uczelnia publiczna
praktyczny,Architektura i planowanie przestrzenne,Akademia Śląska,2,Katowice,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Akademia WSB,2,Cieszyn,Uczelnia niepubliczna
ogólnoakademicki,Matematyka,Politechnika Wrocławska,2,Wrocław,Uczelnia publiczna
praktyczny,Nauki o Ziemi,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,3,Bydgoszcz,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Akademia Nauk Stosowanych Stefana Batorego,2,Skierniewice,Uczelnia publiczna
praktyczny,Interdyscyplinarne programy i kwalifikacje obejmujące usługi,Europejska Akademia Medycznych i Społecznych Nauk Stosowanych,2,Olsztyn,Uczelnia niepubliczna
praktyczny,Pielęgniarstwo i położnictwo,Wyższa Szkoła Przedsiębiorczości i Administracji w Lublinie,2,Lublin,Uczelnia niepubliczna
praktyczny,Socjologia i kulturoznawstwo,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,2,Lublin,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Państwowa Akademia Nauk Stosowanych we Włocławku,2,Włocławek,Uczelnia publiczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Akademia Teatralna im. Aleksandra Zelwerowicza w Warszawie,3,Warszawa,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Akademia im. Jakuba z Paradyża,2,Gorzów Wielkopolski,Uczelnia publiczna
ogólnoakademicki,Techniki audiowizualne i produkcja mediów,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,2,Lublin,Uczelnia publiczna
praktyczny,Rachunkowość i podatki,Wrocławska Akademia Biznesu w Naukach Stosowanych,2,Wrocław,Uczelnia niepubliczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,2,Lublin,Uczelnia publiczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Uczelnia Medyczna im. Marii Skłodowskiej - Curie w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Politechnika Rzeszowska im. Ignacego Łukasiewicza,3,Rzeszów,Uczelnia publiczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Akademia Muzyczna im. Grażyny i Kiejstuta Bacewiczów w Łodzi,2,Łódź,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Szkoła Główna Handlowa w Warszawie,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Przedmioty humanistyczne (z wyłączeniem języków) gdzie indziej niesklasyfikowane,Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Matematyka,Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Medycyna,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,1,Poznań,Uczelnia publiczna
ogólnoakademicki,Leśnictwo,Uniwersytet Przyrodniczy w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,"Surowce (szkło, papier, tworzywo sztuczne i drewno)",Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Akademia Ekonomiczno-Humanistyczna w Warszawie,2,Warszawa,Uczelnia niepubliczna
praktyczny,Interdyscyplinarne programy i kwalifikacje związane z edukacją,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,2,Lublin,Uczelnia publiczna
ogólnoakademicki,Inżynieria chemiczna i procesowa,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,3,Lublin,Uczelnia publiczna
praktyczny,Kształcenie,Collegium Balticum - Akademia Nauk Stosowanych z siedzibą w Szczecinie,3,Stargard Szczeciński,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Zielonogórski,2,Zielona Góra,Uczelnia publiczna
ogólnoakademicki,Technologie teleinformacyjne gdzie indziej niesklasyfikowane,Politechnika Częstochowska,2,Częstochowa,Uczelnia publiczna
